Date,Open,High,Low,Close,Volume,Adj Close
2008-06-10,180.51,186.78,179.02,185.64,40728600,185.64
2008-06-11,184.34,186,179.59,180.81,34341100,180.81
2008-06-12,181.49,182.6,171.2,173.26,46726200,173.26
2008-06-13,171.64,174.16,165.31,172.37,48069900,172.37
2008-06-16,171.3,177.9,169.07,176.84,37561800,176.84
2008-06-17,178.1,181.99,177.41,181.43,32130600,181.43
2008-06-18,181.12,182.2,177.35,178.75,28981000,178.75
2008-06-19,178.55,182.34,176.8,180.9,28283900,180.9
2008-06-20,179.35,181,175,175.27,31727400,175.27
2008-06-23,174.74,175.88,171.56,173.16,23063600,173.16
2008-06-24,172.37,175.78,171.63,173.25,22212400,173.25
2008-06-25,174.61,178.83,173.88,177.39,23016100,177.39
2008-06-26,174.07,174.84,168.01,168.26,31057500,168.26
2008-06-27,166.51,170.57,164.15,170.09,37223200,170.09
2008-06-30,170.19,172,166.62,167.44,24435600,167.44
2008-07-01,164.23,174.72,164,174.68,39688600,174.68
2008-07-02,175.2,177.45,168.18,168.18,29911400,168.18
2008-07-03,169.59,172.17,165.75,170.12,18691500,170.12
2008-07-07,173.16,177.13,171.9,175.16,29299700,175.16
2008-07-08,175.4,179.7,172.74,179.55,31726800,179.55
2008-07-09,180.2,180.91,174.14,174.25,31992000,174.25
2008-07-10,174.92,177.34,171.37,176.63,30024600,176.63
2008-07-11,175.47,177.11,171,172.58,33214700,172.58
2008-07-14,179.24,179.3,173.08,173.88,31644800,173.88
2008-07-15,172.48,173.74,166.39,169.64,37144400,169.64
2008-07-16,170.2,172.93,168.6,172.81,26706800,172.81
2008-07-17,174.1,174.98,171.39,171.81,27054500,171.81
2008-07-18,168.52,169.65,165,165.15,31014800,165.15
2008-07-21,166.9,167.5,161.12,166.29,48588200,166.29
2008-07-22,149,162.76,146.53,162.02,67128300,162.02
2008-07-23,164.99,168.37,161.56,166.26,37920300,166.26
2008-07-24,164.32,165.26,158.45,159.03,29986400,159.03
2008-07-25,160.4,163,158.65,162.12,22629900,162.12
2008-07-28,162.34,162.47,154.02,154.4,27882600,154.4
2008-07-29,155.41,159.45,153.65,157.08,24431100,157.08
2008-07-30,157.78,160.49,156.08,159.88,25899400,159.88
2008-07-31,157.54,162.2,156.98,158.95,22767800,158.95
2008-08-01,159.9,159.99,155.75,156.66,19451400,156.66
2008-08-04,156.6,157.9,152.91,153.23,21161700,153.23
2008-08-05,155.42,160.8,154.82,160.64,24584700,160.64
2008-08-06,159.97,167.4,158,164.19,28264600,164.19
2008-08-07,162.71,166.15,161.5,163.57,24013300,163.57
2008-08-08,163.86,169.65,163.75,169.55,25499900,169.55
2008-08-11,170.07,176.5,169.67,173.56,31821100,173.56
2008-08-12,173.52,179.29,173.51,176.73,29867100,176.73
2008-08-13,177.98,180,175.9,179.3,30083800,179.3
2008-08-14,178.33,180.45,177.84,179.32,25393200,179.32
2008-08-15,179.04,179.75,175.05,175.74,25294700,175.74
2008-08-18,175.57,177.81,173.82,175.39,19691200,175.39
2008-08-19,174.54,177.07,171.81,173.53,21997000,173.53
2008-08-20,174.77,176.94,173.61,175.84,18105400,175.84
2008-08-21,174.47,175.45,171.89,174.29,19276600,174.29
2008-08-22,175.82,177.5,175.57,176.79,15700400,176.79
2008-08-25,176.15,176.23,171.66,172.55,17300900,172.55
2008-08-26,172.76,174.88,172.61,173.64,15912500,173.64
2008-08-27,173.31,175.76,172.19,174.67,17045900,174.67
2008-08-28,175.28,176.25,172.75,173.74,15394500,173.74
2008-08-29,172.96,173.5,169.04,169.53,21403200,169.53
2008-09-02,172.4,173.5,165,166.19,27884400,166.19
2008-09-03,166.84,168.68,164,166.96,26244100,166.96
2008-09-04,165.86,167.91,160.81,161.22,26549500,161.22
2008-09-05,158.59,162.4,157.65,160.18,28083800,160.18
2008-09-08,164.57,164.89,151.46,157.92,37356400,157.92
2008-09-09,156.86,159.96,149.79,151.68,44442500,151.68
2008-09-10,152.32,154.99,148.8,151.61,34755100,151.61
2008-09-11,148.18,152.99,146,152.65,34666800,152.65
2008-09-12,150.91,150.91,146.5,148.94,28322400,148.94
2008-09-15,142.03,147.69,140.36,140.36,32852600,140.36
2008-09-16,133.86,142.5,132.15,139.88,42804800,139.88
2008-09-17,138.49,138.51,127.83,127.83,42847200,127.83
2008-09-18,130.57,135.43,120.68,134.09,59819300,134.09
2008-09-19,142.6,144.2,136.31,140.91,51102700,140.91
2008-09-22,139.94,140.25,130.66,131.05,30577300,131.05
2008-09-23,131.85,135.8,126.66,126.84,45727300,126.84
2008-09-24,127.27,130.95,125.15,128.71,37393400,128.71
2008-09-25,129.8,134.79,128.52,131.93,35865600,131.93
2008-09-26,124.91,129.8,123,128.24,40208700,128.24
2008-09-29,119.62,119.68,100.59,105.26,93581400,105.26
2008-09-30,108.25,115,106.3,113.66,58095800,113.66
2008-10-01,111.92,112.36,107.39,109.12,46303000,109.12
2008-10-02,108.01,108.79,100,100.1,57477300,100.1
2008-10-03,104,106.5,94.65,97.07,81942800,97.07
2008-10-06,91.96,98.78,87.54,98.14,75264900,98.14
2008-10-07,100.48,101.5,88.95,89.16,67099000,89.16
2008-10-08,85.91,96.33,85.68,89.79,78847900,89.79
2008-10-09,93.35,95.8,86.6,88.74,57763700,88.74
2008-10-10,85.7,100,85,96.8,79260700,96.8
2008-10-13,104.55,110.53,101.02,110.26,54967000,110.26
2008-10-14,116.26,116.4,103.14,104.08,70749800,104.08
